orignal code,DSP,LUT,CP,FF,SLICE
cdfg_47/cdfg_192,17,1.279,8.337,1.701,3.03
cdfg_47/cdfg_194,2,0.731,7.39,0.623,1.27
cdfg_47/cdfg_195,14,1.08,8.066,1.182,2.09
cdfg_47/cdfg_196,24,1.906,8.543,3.15,4.5
cdfg_47/cdfg_197,4,0.399,6.867,0.458,0.755
cdfg_47/cdfg_198,4,4.981,8.456,7.823,9.46
cdfg_47/cdfg_199,4,1.012,7.66,1.875,2.755
cdfg_48/cdfg_0,18,3.273,8.404,3.817,6.355
cdfg_48/cdfg_1,0,8.444,8.025,8.499,14.755
cdfg_48/cdfg_2,3,2.659,9.581,2.769,4.815
cdfg_48/cdfg_3,26,1.507,8.937,2.041,3.145
cdfg_48/cdfg_4,2,0.263,7.79,0.495,0.635
cdfg_48/cdfg_5,24,2.268,8.588,2.626,4.325
cdfg_48/cdfg_6,30,18.178,9.925,23.596,29.875
cdfg_48/cdfg_7,14,1.705,7.807,2.106,3.605
cdfg_48/cdfg_8,0,0.18,4.621,0.258,0.415
cdfg_48/cdfg_9,3,2.274,8.974,3.326,5.025
cdfg_48/cdfg_10,21,7.296,9.058,10.626,13.09
cdfg_48/cdfg_11,16,1.651,8.726,2.066,3.275
cdfg_48/cdfg_12,3,3.638,8.049,3.6,6.855
cdfg_48/cdfg_13,3,0.679,7.674,1.363,2.07
cdfg_48/cdfg_14,5,18.618,8.278,20.876,29.575
cdfg_48/cdfg_15,10,0.622,6.674,1.084,1.69
cdfg_48/cdfg_17,28,3.392,8.823,4.714,7.28
cdfg_48/cdfg_18,0,3.499,7.881,4.626,6.31
cdfg_48/cdfg_19,3,1.041,8.084,0.748,1.75
cdfg_48/cdfg_20,45,0.89,8.974,0.908,1.68
cdfg_48/cdfg_21,0,0.074,5.664,0.204,0.26
cdfg_48/cdfg_22,14,4.21,8.539,7.446,7.895
cdfg_48/cdfg_23,3,1.261,7.177,1.601,2.46
cdfg_48/cdfg_24,0,0.002,1.633,0.002,0.005
cdfg_48/cdfg_25,5,7.326,8.733,11.22,12.585
cdfg_48/cdfg_26,1,0.2,9.376,0.198,0.37
cdfg_48/cdfg_27,34,7.197,8.613,10.33,12.695
cdfg_48/cdfg_28,0,0.259,5.978,0.1,0.375
cdfg_48/cdfg_29,30,7.401,8.621,8.583,12.445
cdfg_48/cdfg_30,4,0.447,8.098,0.833,1.06
cdfg_48/cdfg_31,12,0.587,8.169,0.673,1.35
cdfg_48/cdfg_32,7,1.47,7.955,1.831,2.835
cdfg_48/cdfg_33,1,1.613,6.613,2.676,4.08
cdfg_48/cdfg_34,2,0.34,6.474,0.743,0.93
cdfg_48/cdfg_35,41,5.399,9.674,5.225,8.68
cdfg_48/cdfg_36,0,0.49,7.662,0.589,0.95
cdfg_48/cdfg_37,37,3.305,8.932,4.027,6.2
cdfg_48/cdfg_38,3,2.135,9.24,2.136,3.805
cdfg_48/cdfg_39,14,2.698,8.991,3.062,5.445
cdfg_48/cdfg_41,2,0.75,8.913,0.901,1.445
cdfg_48/cdfg_42,7,5.191,8.028,6.497,9.18
cdfg_48/cdfg_43,29,9.416,8.976,12.01,16.305
cdfg_48/cdfg_44,11,1.7,9.221,2.387,3.845
cdfg_48/cdfg_45,6,1.864,8.25,2.016,3.22
cdfg_48/cdfg_46,26,18.842,9.282,18.494,28.88
cdfg_48/cdfg_47,26,1.651,8.085,2.036,3.185
cdfg_48/cdfg_48,3,3.538,7.295,3.106,5.815
cdfg_48/cdfg_49,6,2.105,8.34,2.538,4.22
cdfg_48/cdfg_50,2,9.43,8.099,10.127,15.485
cdfg_48/cdfg_51,20,4.534,8.932,7.056,10.69
cdfg_48/cdfg_52,20,8.463,8.969,11.327,14.995
cdfg_48/cdfg_53,0,0.017,1.604,0.002,0.025
cdfg_48/cdfg_54,0,0.006,0.0,0.0,0.01
cdfg_48/cdfg_55,5,6.155,8.409,9.484,10.95
cdfg_48/cdfg_57,1,0.523,6.042,0.731,0.975
cdfg_48/cdfg_58,10,0.672,7.891,1.607,2.23
cdfg_48/cdfg_59,2,1.016,8.91,1.521,2.25
cdfg_48/cdfg_60,0,0.009,0.0,0.0,0.02
cdfg_48/cdfg_61,7,0.134,7.008,0.235,0.355
cdfg_48/cdfg_62,1,0.459,6.992,1.194,1.45
cdfg_48/cdfg_63,0,0.035,3.87,0.08,0.105
cdfg_48/cdfg_64,9,2.205,8.861,3.249,4.545
cdfg_48/cdfg_65,5,5.713,9.03,9.015,10.63
cdfg_48/cdfg_66,6,1.844,8.634,2.021,3.33
cdfg_48/cdfg_67,25,2.414,9.507,1.979,4.45
cdfg_48/cdfg_69,36,6.938,9.151,10.174,12.75
cdfg_48/cdfg_71,5,2.789,8.356,2.933,5.22
cdfg_48/cdfg_72,6,2.229,8.754,2.381,4.285
cdfg_48/cdfg_73,0,0.182,6.306,0.398,0.46
cdfg_48/cdfg_74,0,0.006,0.0,0.0,0.01
cdfg_48/cdfg_75,15,18.209,9.188,23.356,29.015
cdfg_48/cdfg_76,27,14.241,8.785,16.564,22.72
cdfg_48/cdfg_79,28,5.26,8.295,8.734,11.025
cdfg_48/cdfg_80,3,1.21,8.052,1.05,2.345
cdfg_48/cdfg_82,4,0.432,7.572,1.112,1.49
cdfg_48/cdfg_83,0,0.007,1.614,0.002,0.01
cdfg_48/cdfg_84,0,0.002,1.633,0.002,0.005
cdfg_48/cdfg_85,3,1.912,8.758,1.44,3.045
cdfg_48/cdfg_86,0,0.017,3.293,0.061,0.07
cdfg_48/cdfg_87,23,6.286,8.737,8.049,10.79
cdfg_48/cdfg_88,7,0.342,5.645,0.424,0.69
cdfg_48/cdfg_89,15,2.11,8.024,2.433,4.315
cdfg_48/cdfg_90,24,1.884,8.96,2.439,3.91
cdfg_48/cdfg_91,2,0.717,8.775,0.47,1.17
cdfg_48/cdfg_92,3,1.842,9.452,2.951,4.075
cdfg_48/cdfg_93,2,0.348,7.092,0.523,0.66
cdfg_48/cdfg_94,0,0.299,5.814,0.345,0.54
cdfg_48/cdfg_95,16,2.115,8.576,2.494,4.485
cdfg_48/cdfg_96,0,0.002,1.633,0.002,0.005
cdfg_48/cdfg_97,32,3.384,8.437,3.656,6.375
cdfg_48/cdfg_98,5,0.454,6.393,0.503,0.805
cdfg_48/cdfg_99,0,0.002,1.633,0.002,0.005
cdfg_48/cdfg_100,2,0.374,8.627,0.398,0.765
cdfg_48/cdfg_101,20,3.345,9.077,3.683,6.365
cdfg_48/cdfg_102,3,1.253,8.014,1.056,2.23
cdfg_48/cdfg_103,17,3.721,8.728,4.111,6.895
cdfg_48/cdfg_104,3,1.141,7.824,1.763,2.53
cdfg_48/cdfg_105,30,8.852,8.93,11.096,15.295
cdfg_48/cdfg_106,16,0.605,8.991,0.432,1.025
cdfg_48/cdfg_107,16,0.414,7.76,0.522,0.98
cdfg_48/cdfg_108,0,0.711,8.693,0.641,1.175
cdfg_48/cdfg_109,0,0.003,3.147,0.007,0.01
cdfg_48/cdfg_110,0,0.818,7.672,1.694,2.36
cdfg_48/cdfg_111,0,0.292,6.474,0.977,1.3
cdfg_48/cdfg_113,21,21.541,8.648,25.491,33.115
cdfg_48/cdfg_114,0,0.139,2.429,0.011,0.19
cdfg_48/cdfg_116,0,0.322,5.352,0.606,0.865
cdfg_48/cdfg_117,28,6.396,8.991,8.907,11.135
cdfg_48/cdfg_118,18,1.571,8.834,1.495,2.84
cdfg_48/cdfg_119,6,1.235,8.133,1.822,2.645
cdfg_48/cdfg_120,0,0.002,1.633,0.002,0.005
cdfg_48/cdfg_121,21,1.588,8.979,1.827,2.895
cdfg_48/cdfg_122,26,2.509,9.16,3.049,5.92
cdfg_48/cdfg_123,19,1.731,8.66,2.041,3.125
cdfg_48/cdfg_124,0,0.005,1.604,0.002,0.01
cdfg_48/cdfg_125,28,3.224,8.932,4.074,6.09
cdfg_48/cdfg_126,15,7.858,8.136,8.248,13.89
cdfg_48/cdfg_127,25,2.496,8.761,3.061,5.255
cdfg_48/cdfg_128,8,0.585,8.232,0.532,1.04
cdfg_48/cdfg_129,17,7.287,9.329,6.819,12.13
cdfg_48/cdfg_130,4,0.388,6.448,0.839,1.14
cdfg_48/cdfg_131,23,1.811,8.943,1.739,3.125
cdfg_48/cdfg_133,40,5.531,8.881,6.204,8.87
cdfg_48/cdfg_134,1,3.595,6.842,5.33,5.81
cdfg_48/cdfg_135,13,0.782,7.883,0.808,1.52
cdfg_48/cdfg_136,5,5.737,10.15,7.649,10.17
cdfg_48/cdfg_138,1,0.208,5.865,0.115,0.36
cdfg_48/cdfg_139,10,1.301,6.576,1.528,2.455
cdfg_48/cdfg_140,0,0.002,1.633,0.002,0.005
cdfg_48/cdfg_141,0,11.993,8.647,13.685,19.6
cdfg_48/cdfg_142,2,1.683,6.701,2.137,3.245
cdfg_48/cdfg_143,15,5.826,8.677,9.36,10.925
cdfg_48/cdfg_144,1,0.002,2.154,0.004,0.01
cdfg_48/cdfg_145,12,3.259,8.873,3.848,6.345
cdfg_48/cdfg_146,2,1.158,8.45,0.996,1.8
cdfg_48/cdfg_147,0,0.002,1.633,0.002,0.005
cdfg_48/cdfg_148,10,2.769,10.921,2.482,4.835
cdfg_48/cdfg_149,16,6.086,9.357,7.616,11.525
cdfg_48/cdfg_150,0,0.002,1.633,0.002,0.005
cdfg_48/cdfg_151,18,4.932,8.365,8.26,8.955
cdfg_48/cdfg_152,26,4.78,8.681,4.747,7.98
cdfg_48/cdfg_153,35,7.083,8.944,9.524,12.795
cdfg_48/cdfg_154,9,1.276,8.289,2.179,3.19
cdfg_48/cdfg_155,22,1.686,9.789,1.761,3.245
cdfg_48/cdfg_156,0,0.002,1.633,0.002,0.005
cdfg_48/cdfg_157,6,3.206,7.309,4.124,6.26
cdfg_48/cdfg_158,2,17.095,7.988,19.24,26.945
cdfg_48/cdfg_159,11,0.519,7.827,0.855,1.39
cdfg_48/cdfg_160,12,0.493,7.471,0.77,1.19
cdfg_48/cdfg_161,11,0.906,7.005,0.858,1.775
cdfg_48/cdfg_162,2,1.066,8.265,1.116,1.73
cdfg_48/cdfg_163,0,0.166,6.818,0.239,0.31
cdfg_48/cdfg_164,28,2.891,8.676,2.803,5.52
cdfg_48/cdfg_165,0,0.026,0.0,0.0,0.04
cdfg_48/cdfg_166,20,5.598,8.942,7.074,11.435
cdfg_48/cdfg_167,0,0.197,6.968,0.329,0.535
cdfg_48/cdfg_169,23,5.091,8.602,5.715,9.34
cdfg_48/cdfg_170,22,1.201,8.717,1.917,2.845
cdfg_48/cdfg_171,19,2.384,8.502,3.066,5.76
cdfg_48/cdfg_172,3,0.069,5.365,0.069,0.16
cdfg_48/cdfg_173,7,0.499,6.502,0.961,1.31
cdfg_48/cdfg_174,29,10.021,9.092,10.902,16.675
cdfg_48/cdfg_175,0,0.042,3.287,0.122,0.195
cdfg_48/cdfg_176,1,0.015,2.154,0.005,0.025
cdfg_48/cdfg_177,14,15.975,8.474,17.176,26.65
cdfg_48/cdfg_178,4,2.236,8.397,2.183,3.95
cdfg_48/cdfg_179,0,0.029,3.833,0.053,0.065
cdfg_48/cdfg_180,14,2.325,8.794,2.367,4.43
cdfg_48/cdfg_181,6,5.872,8.182,9.275,10.445
cdfg_48/cdfg_182,12,15.861,8.362,15.878,24.815
cdfg_48/cdfg_184,3,7.784,7.424,7.971,13.725
cdfg_48/cdfg_185,24,1.321,8.779,1.694,2.75
cdfg_48/cdfg_186,0,0.987,6.911,1.776,2.385
cdfg_48/cdfg_187,3,1.466,8.645,1.426,2.63
cdfg_48/cdfg_188,11,12.019,7.733,14.978,21.06
cdfg_48/cdfg_189,7,1.11,6.897,1.27,2.005
cdfg_48/cdfg_190,3,4.334,7.99,4.607,8.695
cdfg_48/cdfg_191,44,8.285,7.469,11.52,15.905
cdfg_48/cdfg_192,21,1.918,8.696,2.668,4.43
cdfg_48/cdfg_193,0,0.002,1.633,0.002,0.005
cdfg_48/cdfg_194,3,0.98,7.804,0.795,1.81
cdfg_48/cdfg_195,16,2.33,9.047,3.175,4.71
cdfg_48/cdfg_196,0,0.007,1.614,0.002,0.01
cdfg_48/cdfg_197,15,1.686,8.22,1.978,3.34
cdfg_48/cdfg_199,4,1.903,9.606,2.029,3.42
cdfg_49/cdfg_0,27,1.165,8.354,1.725,2.755
cdfg_49/cdfg_1,0,0.401,7.654,0.506,0.82
cdfg_49/cdfg_2,17,1.956,8.748,2.898,4.255
cdfg_49/cdfg_3,12,2.29,8.944,2.189,4.285
cdfg_49/cdfg_4,20,2.323,8.498,3.064,4.885
cdfg_49/cdfg_5,0,1.596,7.629,1.11,2.495
cdfg_49/cdfg_6,0,0.582,8.259,0.551,1.06
cdfg_49/cdfg_7,0,0.128,2.219,0.077,0.185
cdfg_49/cdfg_8,6,4.358,9.172,5.394,7.605
cdfg_49/cdfg_9,33,38.375,9.299,42.972,58.3
cdfg_49/cdfg_10,5,1.007,7.472,1.273,2.06
cdfg_49/cdfg_11,6,0.871,8.722,1.549,2.27
cdfg_49/cdfg_12,7,0.783,7.507,1.43,2.0
cdfg_49/cdfg_13,0,0.002,1.633,0.002,0.005
cdfg_49/cdfg_14,15,0.935,8.768,1.42,2.265
cdfg_49/cdfg_15,30,1.873,8.342,2.182,3.85
cdfg_49/cdfg_16,2,1.622,5.92,2.283,3.14
cdfg_49/cdfg_17,13,4.725,8.102,7.583,8.575
cdfg_49/cdfg_18,6,2.647,8.88,3.05,5.035
cdfg_49/cdfg_19,7,7.011,8.656,8.178,12.08
cdfg_49/cdfg_20,35,2.457,9.134,3.52,6.46
cdfg_49/cdfg_21,20,5.652,8.822,6.838,9.42
cdfg_49/cdfg_22,2,1.225,7.011,1.604,2.455
cdfg_49/cdfg_23,1,0.149,7.587,0.111,0.245
cdfg_49/cdfg_24,4,0.424,7.19,0.924,1.19
cdfg_49/cdfg_26,0,0.031,4.072,0.017,0.095
cdfg_49/cdfg_28,0,0.445,6.402,0.733,1.0
cdfg_49/cdfg_29,2,0.888,9.708,1.524,2.165
cdfg_49/cdfg_30,14,0.884,8.103,1.061,1.8
cdfg_49/cdfg_31,15,5.54,8.663,9.021,10.16
cdfg_49/cdfg_32,20,1.211,9.912,1.599,2.73
cdfg_49/cdfg_33,14,4.744,8.122,8.06,9.17
cdfg_49/cdfg_34,14,4.329,8.461,7.362,7.965
cdfg_49/cdfg_35,1,0.262,4.98,0.34,0.575
cdfg_49/cdfg_37,4,0.753,7.425,0.879,1.48
cdfg_49/cdfg_38,14,5.375,8.244,8.745,10.92
cdfg_49/cdfg_39,3,1.074,8.182,1.181,2.195
cdfg_49/cdfg_40,11,2.152,8.712,3.562,5.815
cdfg_49/cdfg_41,14,1.709,8.538,1.958,3.15
cdfg_49/cdfg_42,20,4.495,9.664,5.437,8.64
cdfg_49/cdfg_43,5,9.655,9.156,12.819,18.575
cdfg_49/cdfg_44,2,1.445,8.589,1.643,2.56
cdfg_49/cdfg_45,15,1.05,8.312,1.733,2.88
cdfg_49/cdfg_46,10,0.519,7.342,0.317,0.84
cdfg_49/cdfg_47,2,8.8,9.578,7.88,14.23
cdfg_49/cdfg_48,0,0.538,5.004,0.375,0.895
cdfg_49/cdfg_49,19,8.139,9.079,11.046,14.305
cdfg_49/cdfg_50,0,0.002,1.633,0.002,0.005
cdfg_49/cdfg_51,6,0.8,8.561,1.011,1.675
cdfg_49/cdfg_52,18,3.786,7.564,3.189,6.155
cdfg_49/cdfg_53,1,12.186,8.379,10.761,19.245
cdfg_49/cdfg_54,0,0.002,1.633,0.002,0.005
cdfg_49/cdfg_55,35,7.469,8.849,8.478,11.885
cdfg_49/cdfg_56,20,6.171,8.179,5.115,10.21
cdfg_49/cdfg_57,22,7.378,9.874,10.089,12.635
cdfg_49/cdfg_58,0,0.107,4.877,0.113,0.205
cdfg_49/cdfg_59,3,2.233,8.775,2.554,3.68
cdfg_49/cdfg_60,0,0.002,1.633,0.002,0.005
cdfg_49/cdfg_61,6,1.926,8.488,2.381,3.73
cdfg_49/cdfg_62,0,0.375,3.117,0.036,0.54
cdfg_49/cdfg_63,10,3.066,9.318,3.395,6.025
cdfg_49/cdfg_64,0,0.245,7.266,0.11,0.355
cdfg_49/cdfg_65,18,15.73,9.194,19.801,25.045
cdfg_49/cdfg_66,1,0.197,4.721,0.323,0.42
cdfg_49/cdfg_67,4,1.411,8.381,1.389,2.375
cdfg_49/cdfg_68,0,0.002,1.633,0.002,0.005
cdfg_49/cdfg_69,0,0.309,5.878,0.911,1.225
cdfg_49/cdfg_70,9,10.302,10.214,13.802,17.92
cdfg_49/cdfg_71,13,0.668,8.483,0.727,1.36
cdfg_49/cdfg_72,20,1.718,8.771,2.023,3.265
cdfg_49/cdfg_73,0,0.002,1.633,0.002,0.005
cdfg_49/cdfg_74,6,4.272,8.165,5.955,7.38
cdfg_49/cdfg_76,20,3.566,8.66,3.714,6.53
cdfg_49/cdfg_77,14,1.336,8.604,1.461,2.735
cdfg_49/cdfg_78,0,2.097,8.577,1.874,3.74
cdfg_49/cdfg_79,6,3.213,9.84,3.553,5.77
cdfg_49/cdfg_80,6,5.445,8.437,7.416,9.12
cdfg_49/cdfg_81,26,7.451,9.958,10.858,13.735
cdfg_49/cdfg_82,24,3.653,9.387,4.467,7.45
cdfg_49/cdfg_83,0,0.002,1.633,0.002,0.005
cdfg_49/cdfg_84,14,2.518,8.78,4.328,6.29
cdfg_49/cdfg_85,20,12.868,8.462,16.878,21.99
cdfg_49/cdfg_86,16,3.826,8.614,4.273,6.92
cdfg_49/cdfg_87,18,1.538,8.295,1.785,3.115
cdfg_49/cdfg_89,5,13.503,8.914,15.31,22.05
cdfg_49/cdfg_90,25,6.068,9.427,6.12,11.355
cdfg_49/cdfg_92,4,0.652,8.227,1.381,1.84
cdfg_49/cdfg_93,7,1.746,8.265,2.279,3.7
cdfg_49/cdfg_94,9,7.113,7.843,9.941,12.94
cdfg_49/cdfg_95,11,16.5,9.152,18.51,25.45
cdfg_49/cdfg_96,0,0.092,9.935,0.063,0.205
cdfg_49/cdfg_97,15,4.995,8.602,8.234,8.79
cdfg_49/cdfg_98,15,1.518,8.114,1.198,2.515
cdfg_49/cdfg_99,11,2.161,7.978,3.186,5.165
cdfg_49/cdfg_100,0,4.069,7.842,4.683,6.27
cdfg_49/cdfg_101,6,7.641,9.363,7.793,11.96
cdfg_49/cdfg_102,8,1.406,7.425,2.039,3.2
cdfg_49/cdfg_103,0,0.695,8.536,0.584,1.13
cdfg_49/cdfg_104,1,0.748,5.627,0.932,1.465
cdfg_49/cdfg_105,14,2.326,8.975,2.216,4.26
cdfg_49/cdfg_107,24,6.689,8.626,9.754,11.8
cdfg_49/cdfg_108,29,11.181,9.001,13.747,18.485
cdfg_49/cdfg_109,46,10.065,9.249,12.911,17.62
cdfg_49/cdfg_110,3,4.551,7.707,7.736,8.145
cdfg_49/cdfg_111,5,1.031,7.531,1.617,2.36
cdfg_49/cdfg_112,21,4.694,8.458,6.655,10.1
cdfg_49/cdfg_113,20,5.871,8.345,6.86,10.31
cdfg_49/cdfg_114,7,2.017,8.399,2.378,3.755
cdfg_49/cdfg_115,16,0.773,8.134,1.215,1.925
cdfg_49/cdfg_116,20,2.546,9.771,3.117,5.255
cdfg_49/cdfg_119,20,2.149,9.162,2.584,4.545
cdfg_49/cdfg_120,7,7.757,9.051,11.632,13.74
cdfg_49/cdfg_121,0,0.002,1.614,0.002,0.005
cdfg_49/cdfg_122,0,0.002,1.633,0.002,0.005
cdfg_49/cdfg_123,39,6.05,9.012,6.697,11.425
cdfg_49/cdfg_124,32,4.545,8.364,5.209,8.76
cdfg_49/cdfg_125,15,5.039,8.352,7.351,9.41
cdfg_49/cdfg_126,2,4.757,6.69,5.03,8.42
cdfg_49/cdfg_127,5,10.542,9.582,12.499,17.655
cdfg_49/cdfg_128,0,0.239,4.998,0.454,0.66
cdfg_49/cdfg_129,2,1.773,8.477,2.498,3.625
cdfg_49/cdfg_131,0,0.158,5.435,0.4,0.58
cdfg_49/cdfg_132,12,12.31,8.471,15.554,20.13
cdfg_49/cdfg_133,2,1.408,8.201,1.985,3.105
cdfg_49/cdfg_134,20,1.754,8.905,2.315,4.225
cdfg_49/cdfg_135,0,0.002,1.633,0.002,0.005
cdfg_49/cdfg_136,0,0.059,3.639,0.091,0.15
cdfg_49/cdfg_137,0,0.533,9.722,0.359,0.825
cdfg_49/cdfg_138,34,5.214,8.953,8.279,9.57
cdfg_49/cdfg_139,7,1.577,7.709,1.601,2.81
cdfg_49/cdfg_140,4,0.108,5.692,0.196,0.275
cdfg_49/cdfg_141,3,1.195,8.243,1.048,2.025
cdfg_49/cdfg_142,0,0.667,6.841,0.76,1.28
cdfg_49/cdfg_143,0,0.694,6.545,1.423,1.995
cdfg_49/cdfg_144,1,0.04,4.98,0.098,0.145
cdfg_49/cdfg_145,3,0.231,6.108,0.417,0.535
cdfg_49/cdfg_146,11,1.0,7.735,0.88,1.875
cdfg_49/cdfg_147,6,12.668,9.422,15.668,22.705
cdfg_49/cdfg_148,4,1.042,8.879,1.046,1.86
cdfg_49/cdfg_149,17,9.348,8.367,11.93,15.695
cdfg_49/cdfg_150,0,0.002,1.633,0.002,0.005
cdfg_49/cdfg_151,22,5.367,8.083,9.377,11.42
cdfg_49/cdfg_153,24,7.033,9.095,6.579,12.125
cdfg_49/cdfg_154,6,13.416,9.654,11.934,21.12
cdfg_49/cdfg_155,17,6.615,8.29,9.629,12.4
cdfg_49/cdfg_156,0,1.175,9.59,1.525,2.525
cdfg_49/cdfg_157,7,3.049,8.757,3.798,6.29
cdfg_49/cdfg_159,1,0.192,5.829,0.23,0.42
cdfg_49/cdfg_160,0,0.002,1.633,0.002,0.005
cdfg_49/cdfg_161,5,3.014,8.268,3.784,6.01
cdfg_49/cdfg_162,4,0.197,7.614,0.331,0.435
cdfg_49/cdfg_163,29,7.758,9.606,10.641,13.41
cdfg_49/cdfg_164,25,1.211,9.254,1.189,2.41
cdfg_49/cdfg_166,4,5.191,8.382,5.934,9.71
cdfg_49/cdfg_167,23,1.964,8.601,1.803,3.52
cdfg_49/cdfg_168,8,1.64,8.241,1.356,2.72
cdfg_49/cdfg_169,16,6.045,9.041,9.438,11.02
cdfg_49/cdfg_170,4,0.126,6.275,0.103,0.205
cdfg_49/cdfg_171,0,4.056,6.504,4.639,6.875
cdfg_49/cdfg_172,1,0.275,7.253,0.716,1.015
cdfg_49/cdfg_173,1,0.659,7.097,0.99,1.435
cdfg_49/cdfg_174,0,0.12,5.646,0.18,0.265
cdfg_49/cdfg_175,5,4.532,11.524,7.434,8.07
cdfg_49/cdfg_176,6,5.447,9.21,5.777,10.385
cdfg_49/cdfg_177,22,4.752,9.895,6.053,8.04
cdfg_49/cdfg_178,23,3.261,8.67,3.83,6.325
cdfg_49/cdfg_179,9,2.225,9.27,2.506,4.58
cdfg_49/cdfg_180,5,0.915,7.209,1.124,1.755
cdfg_49/cdfg_181,1,2.863,8.088,4.15,5.565
cdfg_49/cdfg_182,19,2.879,9.469,2.638,5.43
cdfg_49/cdfg_183,50,3.195,9.083,4.2,6.89
cdfg_49/cdfg_184,21,8.699,9.001,9.703,14.165
cdfg_49/cdfg_186,16,1.024,8.694,1.421,2.07
cdfg_49/cdfg_187,19,3.867,8.657,4.645,6.505
cdfg_49/cdfg_188,21,1.506,9.786,2.184,3.255
cdfg_49/cdfg_189,12,0.99,8.69,1.022,1.95
cdfg_49/cdfg_190,6,17.699,8.334,20.665,27.725
cdfg_49/cdfg_191,0,6.821,7.848,5.835,9.975
cdfg_49/cdfg_192,20,14.542,8.873,18.939,24.52
cdfg_49/cdfg_193,3,1.761,7.529,2.226,3.53
cdfg_49/cdfg_194,13,5.375,8.525,7.985,9.42
cdfg_49/cdfg_195,20,3.542,9.761,3.328,6.275
cdfg_49/cdfg_196,3,3.799,9.133,5.687,5.985
cdfg_49/cdfg_197,7,1.355,8.144,1.663,2.66
cdfg_49/cdfg_198,10,5.778,7.888,8.878,10.355
cdfg_50/cdfg_0,3,1.87,7.661,3.059,4.19
cdfg_50/cdfg_1,0,0.039,3.112,0.112,0.125
cdfg_50/cdfg_2,17,6.162,8.648,9.172,11.155
cdfg_50/cdfg_3,3,0.856,7.813,0.932,1.705
cdfg_50/cdfg_4,6,5.554,8.37,8.88,9.74
cdfg_50/cdfg_5,3,0.822,7.856,0.881,1.43
cdfg_50/cdfg_6,2,1.229,8.202,1.403,2.17
cdfg_50/cdfg_7,0,0.705,5.107,0.788,1.355
cdfg_50/cdfg_8,22,4.81,8.675,8.18,8.92
cdfg_50/cdfg_10,4,1.994,9.04,1.95,3.58
cdfg_50/cdfg_11,6,0.924,7.712,1.658,2.695
cdfg_50/cdfg_12,5,2.084,8.357,2.39,3.72
cdfg_50/cdfg_13,5,7.208,9.553,9.68,12.575
cdfg_50/cdfg_15,13,6.893,8.382,10.154,12.585
cdfg_50/cdfg_16,13,0.327,7.603,0.629,1.005
cdfg_50/cdfg_17,19,5.913,8.62,9.346,10.98
cdfg_50/cdfg_18,2,1.11,9.152,1.339,2.26
cdfg_50/cdfg_19,4,0.073,3.897,0.104,0.16
cdfg_50/cdfg_20,0,0.064,0.0,0.0,0.085
cdfg_50/cdfg_21,29,2.861,8.882,2.194,4.62
cdfg_50/cdfg_22,16,5.617,7.885,5.112,9.96
cdfg_50/cdfg_23,14,4.689,8.292,7.775,8.3
cdfg_50/cdfg_24,3,5.028,8.937,5.707,7.895
cdfg_50/cdfg_25,0,0.335,6.435,0.456,0.585
cdfg_50/cdfg_26,30,7.188,8.415,7.221,12.21
cdfg_50/cdfg_27,25,8.937,8.665,7.767,14.385
cdfg_50/cdfg_28,34,8.741,8.412,8.426,13.875
cdfg_50/cdfg_29,25,3.873,8.126,5.627,8.575
cdfg_50/cdfg_30,4,0.212,8.36,0.7,0.93
cdfg_50/cdfg_31,4,0.549,6.548,0.759,1.425
cdfg_50/cdfg_32,8,2.15,8.57,2.154,3.93
cdfg_50/cdfg_33,14,2.12,8.6,2.485,4.05
cdfg_50/cdfg_34,23,1.37,8.66,1.535,2.71
cdfg_50/cdfg_35,15,1.78,8.464,1.498,2.965
cdfg_50/cdfg_37,6,8.921,9.182,8.688,14.105
cdfg_50/cdfg_38,1,0.121,5.567,0.166,0.27
cdfg_50/cdfg_39,11,4.056,9.627,4.565,7.625
cdfg_50/cdfg_40,13,2.316,8.632,2.282,4.17
cdfg_50/cdfg_41,10,0.384,7.656,1.063,1.46
cdfg_50/cdfg_42,37,6.183,9.075,7.902,11.065
cdfg_50/cdfg_43,10,3.311,8.55,3.243,5.605
cdfg_50/cdfg_44,4,0.335,7.467,0.916,1.135
cdfg_50/cdfg_46,4,0.08,3.897,0.169,0.265
cdfg_50/cdfg_47,0,0.519,6.84,0.801,1.06
cdfg_50/cdfg_48,41,10.946,9.576,17.048,19.32
cdfg_50/cdfg_49,0,0.002,1.633,0.002,0.005
cdfg_50/cdfg_50,6,1.329,8.331,2.425,3.555
cdfg_50/cdfg_51,9,2.096,8.768,2.332,3.72
cdfg_50/cdfg_52,0,0.002,1.633,0.002,0.005
cdfg_50/cdfg_53,8,4.058,9.807,3.934,7.33
cdfg_50/cdfg_54,3,4.201,8.356,7.003,7.34
cdfg_50/cdfg_55,0,0.002,1.633,0.002,0.005
cdfg_50/cdfg_57,0,0.038,1.604,0.002,0.065
cdfg_50/cdfg_58,28,3.113,9.438,3.161,6.095
cdfg_50/cdfg_59,25,2.556,8.649,2.732,5.015
cdfg_50/cdfg_60,11,8.773,8.767,10.22,14.62
cdfg_50/cdfg_61,1,6.196,7.439,8.674,10.775
cdfg_50/cdfg_62,23,2.787,8.834,2.746,5.31
cdfg_50/cdfg_63,22,4.041,9.335,3.752,7.03
